"picnum","ename","gname","sname","iname","bname","hname","cname","egoodrt","ggoodrt","sgoodrt","igoodrt","bgoodrt","hgoodrt","cgoodrt","enoname","gnoname","snoname","inoname","bnoname","hnoname","cnoname","ebadrt","gbadrt","sbadrt","ibadrt","bbadrt","hbadrt","cbadrt","etype","gtype","stype","itype","btype","htype","ctype","elex1","glex1","slex1","ilex1","blex1","hlex1","clex1","elex2","glex2","slex2","ilex2","blex2","hlex2","clex2","elex3","glex3","slex3","ilex3","blex3","hlex3","clex3","elex4","glex4","slex4","ilex4","blex4","hlex4","clex4","erttot","grttot","srttot","irttot","brttot","hrttot","crttot","erttar","grttar","srttar","irttar","brttar","hrttar","crttar","ert2","grt2","srt2","irt2","brt2","hrt2","crt2","ert3","grt3","srt3","irt3","brt3","hrt3","crt3","ert4","grt4","srt4","irt4","brt4","hrt4","crt4","esyll","gsyll","ssyll","isyll","bsyll","hsyll","csyll","echar","gchar","schar","ichar","bchar","hchar","lnefreq","lngfreq","lnsfreq","lnifreq","lnbfreq","lnhfreq","lncfreq"
"obj282","net","netz","red","retino","mrezha","háló","uang3-zi5",1,0.9,0.74,0.78,0.62,0.98,0.98,0,0.03,0.24,0.2,0.34,0,0,0,0.07,0.02,0.02,0.04,0.02,0.02,3,6.7,4,9,7,5,4,0.96,0.7,0.73,0.44,0.29,0.9,0.78,0,0,0,0.36,0,0.04,0.02,0,0.22,0,0,0,0,0,0.04,0.07,0.27,0.21,0.71,0.06,0.2,1007,1291,1541,1397,1659,1122,1017,1004,1189,1608,1298,1815,1040,942,NA,NA,NA,1277,NA,1789,1273,NA,1491,NA,NA,NA,NA,NA,1083,1657,1360,1819,1596,1877,1278,1,1,1,3,2,2,2,3,4,3,6,6,4,3.091,2.996,4.595,0,3.95,2.565,2.303
"obj283","nose","nase","naríz","naso","nos","orr","bi2-zi5",0.96,1,0.98,1,0.92,1,0.98,0,0,0,0,0.02,0,0,0.04,0,0.02,0,0.06,0,0.02,1,1.7,1,1,2,1,1,1,1,1,1,0.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,721,796,773,728,1012,755,811,721,796,773,728,951,755,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3762,NA,NA,1,2,2,2,1,1,2,4,4,5,4,3,3,4.407,3.584,0,2.079,4.75,4.575,2.773
"obj284","nurse","krankenschwester","enfermera","infermiera","meditsinska sestra","nöövér","hu4-shi4",0.98,1,0.96,0.96,0.82,0.92,0.92,0,0,0,0.04,0.08,0.02,0,0.02,0,0.04,0,0.1,0.06,0.08,3,6.7,2,3,6,6,2,0.96,0.9,0.98,0.96,0.59,0.52,0.98,0,0,0,0,0.27,0.41,0,0,0,0,0,0,0,0,0.04,0.1,0.02,0.04,0.15,0.07,0.02,1053,1371,1116,1106,1648,1337,1149,1039,1303,1123,1099,1476,1262,1133,NA,NA,NA,NA,1777,1263,NA,NA,NA,NA,NA,NA,NA,NA,1378,1986,826,1269,2097,2412,1884,1,4,4,4,6,2,2,5,16,9,10,17,5,3.912,2.944,3.434,0,5.5,3.555,4.248
"obj285","nut","mutter","tuerca","bullone","gajka","csavar","luo2-si1",0.94,0.8,0.94,0.86,0.76,0.94,0.76,0.02,0,0.06,0.1,0.02,0,0.16,0.04,0.2,0,0.04,0.22,0.06,0.08,5,5,4,4,5,4,11,0.49,0.67,0.68,0.47,0.68,0.43,0.4,0,0.08,0,0,0,0.45,0.08,0,0,0,0,0,0.13,0,0.51,0.25,0.32,0.53,0.32,0,0.53,1385,1283,1339,1301,1364,1130,1604,1298,1385,1310,1189,1319,883,1606,NA,1278,NA,NA,NA,1313,1603,NA,NA,NA,NA,NA,1310,NA,1468,1015,1401,1398,1462,NA,1602,1,2,2,3,2,2,2,3,6,6,7,5,6,3.178,4.625,0,0,3.45,2.565,0
"obj286","octopus","krake","pulpo","polipo","oktopod","polip","zhang1-yu2",0.98,0.93,0.94,0.86,0.98,0.96,0.94,0,0.07,0.04,0.06,0,0,0,0.02,0,0.02,0.08,0.02,0.04,0.06,1,6.7,2,5,3,2,1,1,0.54,0.98,0.67,0.96,0.98,1,0,0,0,0,0,0,0,0,0.32,0,0.28,0,0.02,0,0,0.14,0.02,0.05,0.04,0,0,841,1443,894,1294,1222,960,1007,841,1366,894,1231,1201,938,1007,NA,NA,NA,NA,NA,NA,NA,NA,1666,NA,1403,NA,2014,NA,NA,1229,866,1559,1722,NA,NA,3,2,2,3,3,2,2,7,5,5,6,7,5,1.099,0,1.099,0,2.2,0,1.792
"obj287","onion","zwiebel","cebolla","cipolla","luk","hagyma","iang2-cung1",0.98,1,0.96,0.96,0.88,0.98,0.9,0,0,0.02,0.04,0.08,0,0.04,0.02,0,0.02,0,0.04,0.02,0.06,4,5,3,5,3,3,7,0.94,0.93,0.94,0.81,0.93,0.94,0.78,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.06,0.07,0.06,0.19,0.07,0.04,0.22,1115,1131,1118,1214,1387,1003,1460,1100,1057,1119,1125,1366,981,1538,NA,NA,NA,NA,NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,1337,2167,1098,1598,1679,1013,1188,2,2,3,3,1,2,2,5,7,7,7,3,6,2.833,2.639,3.584,2.485,4.75,0,2.565
"obj288","orange","apfelsine","naranja","arancia","portokal","narancs","jyu2-zi5",0.98,0.73,0.94,0.92,0.68,0.86,0.9,0.02,0.23,0.04,0.06,0.3,0.06,0.04,0,0.03,0.02,0.02,0.02,0.08,0.06,3,10,4,7,10,8,5,0.96,0.5,0.94,0.61,0.47,0.67,0.6,0,0,0,0.13,0,0,0,0,0.32,0,0,0,0,0,0.04,0.18,0.06,0.26,0.53,0.33,0.4,1129,1543,1199,1491,2042,1593,1660,1098,1368,1203,1319,1814,1353,1610,NA,NA,NA,1272,NA,NA,NA,NA,1588,NA,NA,NA,NA,NA,1842,1948,1148,2004,2245,2089,1735,2,4,3,3,3,2,2,6,9,7,7,8,7,3.045,1.609,3.526,0,3.85,0,3.045
"obj289","ostrich","strauss","avestruz","struzzo","shtraus","strucc","tuo2-niao3",0.9,0.9,0.82,0.8,0.7,0.92,0.88,0.1,0.07,0.18,0.18,0.16,0.02,0.04,0,0.03,0,0.02,0.14,0.06,0.08,5,10,6,7,6,4,6,0.8,0.82,0.78,0.8,0.8,0.94,0.84,0,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0.2,0.15,0.2,0.2,0.2,0.07,0.16,1419,1366,1446,1463,1654,1367,1519,1337,1264,1342,1400,1566,1339,1507,NA,940,NA,NA,NA,NA,NA,NA,NA,2175,NA,NA,NA,NA,1748,2035,1769,1713,2006,1772,1582,2,1,3,2,2,1,2,7,6,8,7,7,6,1.386,2.833,2.197,1.609,2.5,0,2.565
"obj290","owl","eule","búho","gufo","buhal","bagoly","mao1-tou2-ing1",1,1,0.98,0.9,1,1,0.92,0,0,0,0.02,0,0,0,0,0,0.02,0.08,0,0,0.08,1,3.3,3,3,3,1,2,1,0.67,0.9,0.8,0.82,1,0.94,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.33,0.02,0.2,0.18,0,0.07,837,950,1131,1070,1215,830,1090,837,917,1110,1048,1145,830,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,NA,NA,NA,NA,NA,1016,1138,1157,1533,NA,862,1,2,2,2,2,2,3,3,4,4,4,5,6,2.079,1.099,3.178,0,2.15,0,2.996
"obj291","package","paket","paquete","pacco","kolet","csomag","bao1-guo3",1,1,0.84,0.9,0.84,0.98,0.94,0,0,0.1,0.04,0.14,0,0.02,0,0,0.06,0.06,0.02,0.02,0.04,4,3.3,6,5,6,3,5,0.94,0.9,0.86,0.76,0.48,0.94,0.87,0,0,0.02,0.18,0,0,0.06,0.02,0.1,0.02,0.02,0.1,0,0,0.04,0,0.1,0.04,0.43,0.06,0.06,1088,1168,1361,1198,1633,1299,1260,1102,1133,1306,1123,1650,1292,1246,NA,NA,1979,1400,NA,NA,1657,890,1488,1844,2192,1637,NA,NA,860,NA,1579,1160,1614,1410,1044,2,2,3,2,2,2,2,7,5,7,5,5,6,3.045,2.639,4.263,2.89,3.3,3.738,3.892
"obj292","bucket","eimer","cubeta","secchio","kofa","vödör","shui3-tung3",1,1,1,0.98,0.94,0.98,0.96,0,0,0,0,0,0,0,0,0,0,0.02,0.06,0.02,0.04,2,1.7,5,4,1,2,2,0.66,1,0.52,0.94,1,0.98,0.88,0,0,0.02,0.02,0,0.02,0.13,0.34,0,0.36,0,0,0,0,0,0,0.1,0.04,0,0,0,892,741,1084,931,925,807,929,875,741,1046,914,925,809,934,NA,NA,1138,849,NA,712,894,925,NA,1099,NA,NA,NA,NA,NA,NA,1222,1361,NA,NA,NA,2,2,3,2,2,2,2,6,5,6,7,4,5,3.045,1.946,1.099,0,4.8,2.773,2.833
"obj293","paintbrush","pinsel","pincel","pennello","chetka","ecset","mao2-bi3",0.98,1,0.98,0.96,0.92,0.98,0.9,0,0,0,0.02,0.02,0,0.02,0.02,0,0.02,0.02,0.06,0.02,0.08,3,1.7,3,5,2,2,8,0.78,1,0.94,0.77,0.67,0.96,0.33,0.18,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.04,0,0.06,0.23,0,0.04,0.67,1067,828,1051,1217,1366,909,1548,1033,828,1045,1141,1323,909,1368,1143,NA,NA,NA,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382,NA,1148,1474,NA,902,1637,2,2,2,3,2,2,2,10,6,6,8,6,5,0.693,1.386,2.639,2.485,4.85,0,6.297
"obj294","paint","palette","pintura","tavolozza","palitra","paletta","tiao2-se4-pan2",0.88,0.93,0.9,0.8,0.84,0.94,0.9,0.08,0.07,0.06,0.18,0.1,0.02,0,0.04,0,0.04,0.02,0.06,0.04,0.1,8,15,11,15,6,9,11,0.57,0.46,0.27,0.45,0.76,0.38,0.62,0.11,0.25,0.22,0.15,0,0.15,0.24,0,0,0,0,0,0.04,0.04,0.32,0.29,0.51,0.4,0.24,0.43,0.09,1435,1384,1619,1668,1364,1440,1364,1366,1181,1466,1394,1198,1234,1308,1374,1786,1480,2262,NA,1825,1268,NA,NA,NA,NA,NA,1494,1746,1581,1361,1760,1754,1894,1487,1835,1,3,3,4,3,3,3,5,7,7,9,7,7,3.296,1.792,4.97,0,2.95,0,1.099
"obj295","palmtree","palme","palmera","palma","palma","pálmafa","ie2-zi3-shu4",0.98,1,0.98,0.9,0.96,1,0.88,0.02,0,0.02,0.06,0,0,0,0,0,0,0.04,0.04,0,0.12,3,1.7,2,3,1,3,5,0.86,1,0.59,0.93,1,0.68,0.82,0.14,0,0.41,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.02,0.18,914,827,869,1069,989,864,1228,908,827,900,1050,989,843,1204,944,NA,825,NA,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339,NA,2311,1336,2,2,3,2,2,3,3,8,5,7,5,5,7,0,1.386,0.693,0,2.65,0,2.303
"obj296","pan","pfanne","sartén","padella","tigan","serpenyöö","ping2-di3-guo1",1,1,1,0.98,0.98,0.9,0.82,0,0,0,0,0,0.02,0.1,0,0,0,0.02,0.02,0.08,0.08,4,5,4,4,1,6,6,0.84,0.67,0.78,0.74,1,0.8,0.51,0.1,0.07,0,0,0,0.02,0.05,0.02,0.27,0.04,0,0,0.02,0,0.04,0,0.18,0.27,0,0.16,0.44,891,936,1109,1000,953,1125,1333,865,832,1066,1042,953,1114,1330,988,1266,NA,NA,NA,1310,1831,1223,1112,1328,NA,NA,1217,NA,1025,NA,1246,884,NA,1141,1281,1,2,2,3,2,3,3,3,6,6,7,5,8,3.332,1.099,2.197,0,4.7,0,1.099
"obj297","panda","baer","oso","panda","panda","panda","mao1-xyung2",0.94,0.97,0.96,0.98,0.84,0.96,0.88,0.04,0.03,0.02,0.02,0,0.02,0,0.02,0,0.02,0,0.16,0.02,0.12,6,6.7,4,6,5,11,6,0.38,0.41,0.46,0.59,0.45,0.31,0.36,0.28,0,0.02,0,0,0.21,0.32,0,0,0,0,0,0,0,0.34,0.59,0.52,0.41,0.55,0.48,0.32,1129,1282,1284,1380,1491,1322,1413,1071,1063,1238,1464,1414,1301,1508,1180,NA,1688,NA,NA,1391,1229,NA,NA,NA,NA,NA,NA,NA,1154,1436,1309,1259,1554,1305,1487,2,1,2,2,2,2,2,5,3,3,5,5,5,0.693,2.197,3.85,0,2.3,0,2.197
"obj298","pants","hose","pantalón","pantaloni","pantalon","nadrág","ku4-zi5",0.96,1,1,1,0.98,0.98,0.98,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,3,3.3,2,4,3,4,3,0.9,0.97,0.82,0.78,0.63,0.94,0.49,0,0,0.18,0.14,0.31,0.02,0.43,0,0,0,0.08,0,0.02,0,0.1,0.03,0,0,0.06,0.02,0.08,779,773,767,918,876,804,928,757,731,766,842,839,777,779,NA,NA,771,1151,851,2148,1037,NA,NA,NA,1250,NA,593,NA,971,1995,NA,NA,1388,878,1249,1,2,3,4,3,2,2,5,4,8,9,8,6,2.833,3.178,4.127,0,5.7,3.951,3.761
"obj299","paper","papier","hojas","fogli","lista","papír","huo2-ie4-zhi3",1,1,0.98,0.98,0.9,0.94,0.92,0,0,0.02,0.02,0.04,0.06,0.04,0,0,0,0,0.06,0,0.04,3,8.3,6,8,8,15,17,0.84,0.43,0.84,0.76,0.58,0.23,0.26,0.14,0.03,0.04,0.06,0.31,0.23,0.35,0,0.53,0.08,0.12,0,0.38,0.07,0.02,0,0.04,0.06,0.11,0.15,0.33,931,1493,1135,1242,1571,1570,1800,930,1444,1087,1153,1525,1272,1702,941,978,1169,1563,1657,1823,1851,NA,1564,1459,1172,NA,1440,1842,899,NA,1443,2165,1572,1973,1816,2,2,2,2,2,2,3,5,6,5,5,5,5,5.421,4.331,5.017,0,5.3,4.234,0
"obj300","paperclip","bueroklammer","clip","graffetta","klamer","gemkapocs","hui2-uen2-zhen1",0.86,0.83,0.9,0.62,0.92,0.84,1,0.1,0.1,0.04,0.3,0.04,0.04,0,0.04,0.07,0.06,0.08,0.04,0.12,0,4,3.3,4,13,2,8,2,0.81,0.84,0.82,0.29,0.98,0.69,0.98,0.05,0,0,0.03,0,0,0,0,0,0.04,0.42,0,0.02,0,0.14,0.16,0.13,0.26,0.02,0.29,0.02,1327,1266,1341,1625,1269,1532,1092,1262,1257,1289,1354,1258,1526,1083,3057,NA,NA,2166,NA,NA,NA,NA,NA,1561,1725,NA,997,NA,1130,1309,1588,1698,1783,1591,1508,3,4,1,3,2,3,3,9,12,4,9,6,9,0,0,1.099,0,4.2,0,0
"obj301","parachute","fallschirm","paracaídas","paracadute","parashut","ejtööernyöö","jiang4-luo4-san3",0.86,0.93,0.86,0.78,0.86,0.8,0.8,0.1,0.07,0.14,0.16,0,0.04,0.06,0.04,0,0,0.06,0.14,0.16,0.14,4,8.3,3,7,3,9,7,0.61,0.61,0.72,0.62,0.88,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.39,0.28,0.38,0.12,0.38,0.38,1452,1438,1513,1820,1438,1586,1571,1437,1304,1547,1693,1397,1403,1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,1644,1423,2025,1745,1892,1633,3,2,5,5,3,4,3,9,10,10,10,8,9,1.609,1.792,2.639,0,3.8,0,1.386
"obj302","parrot","papagei","perico","pappagallo","papagal","papagáj","ing1-u3",0.96,1,0.98,1,0.96,1,0.94,0.04,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0.06,2,1.7,7,3,1,4,2,0.79,1,0.55,0.96,1,0.94,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.45,0.04,0,0.06,0.02,1045,891,1217,1033,1017,882,1091,910,891,1110,1028,1017,874,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557,NA,1348,1165,NA,1003,978,2,3,3,4,3,3,2,6,7,6,10,7,7,1.609,1.386,0.693,0,3.95,0,3.045
"obj303","paw","tatze","pata","zampa","lapa","mancs","jiao3",0.92,0.97,0.8,0.88,1,0.92,0.78,0.02,0.03,0.18,0.08,0,0,0.1,0.06,0,0.02,0.04,0,0.08,0.12,6,10,14,2,3,6,16,0.67,0.52,0.38,0.98,0.96,0.76,0.28,0,0,0.03,0.02,0,0,0.26,0,0.35,0,0,0,0,0.05,0.33,0.14,0.6,0,0.04,0.24,0.41,1406,1535,1821,1569,1567,1526,1957,1341,1491,1792,1573,1571,1375,1982,NA,NA,1771,1398,NA,NA,2086,NA,1425,NA,NA,NA,NA,1816,1540,1975,1842,NA,1479,2005,1878,1,2,2,2,2,1,1,3,5,4,5,4,5,1.946,0.693,3.892,0,3.1,0,2.485
"obj304","peach","pfirsich","durazno","pesca","praskova","barack","tao2-zi5",0.88,1,0.92,0.96,0.88,0.92,0.86,0.02,0,0.08,0.04,0.04,0.04,0.06,0.1,0,0,0,0.08,0.04,0.08,7,5,6,7,7,6,8,0.75,0.9,0.67,0.44,0.59,0.74,0.42,0,0,0,0,0,0.11,0.16,0,0,0,0,0,0,0,0.25,0.1,0.33,0.56,0.41,0.15,0.42,1293,1504,1417,1480,1527,1314,1865,1247,1527,1399,1448,1565,1317,2007,NA,NA,NA,NA,NA,1470,2006,NA,NA,NA,NA,NA,NA,NA,1429,1303,1456,1505,1473,1191,1668,1,2,3,2,3,2,2,5,8,7,5,8,6,1.946,0,0,2.944,4.15,0,2.639
"obj305","peacock","pfau","pavo real","pavone","paun","páva","kung3-qyue4",0.9,0.9,0.92,0.98,0.9,0.92,0.98,0.08,0,0.04,0,0.04,0,0,0.02,0.1,0.04,0.02,0.06,0.08,0.02,5,5,4,3,2,2,1,0.89,0.85,0.89,0.96,0.96,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.15,0.11,0.04,0.04,0.02,0,1025,1252,1128,1100,1167,990,924,1010,1263,1121,1097,1142,997,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,1185,1189,1156,1702,671,NA,2,1,4,3,2,2,2,7,4,8,6,4,4,1.609,1.386,0,0,2.45,0,3.045
"obj306","peanut","erdnuss","cacahuate","nocciolina","f^st^k","mogyoró","hua1-sheng1",0.9,0.97,1,0.9,0.78,0.9,0.94,0,0.03,0,0.06,0.14,0.02,0,0.1,0,0,0.04,0.08,0.08,0.06,1,5,2,4,6,8,4,1,0.76,0.96,0.47,0.8,0.73,0.94,0,0,0,0.04,0,0.16,0,0,0,0,0.33,0,0,0.04,0,0.24,0.04,0.16,0.21,0.11,0.02,780,1168,977,1256,1604,1156,1080,780,1097,983,1239,1495,1153,1038,NA,NA,NA,866,NA,1319,NA,NA,NA,NA,1435,NA,NA,1796,NA,1392,844,1033,2029,942,1477,2,2,4,4,2,3,2,6,6,9,10,6,7,1.792,0,0,0,4,0,3.367
"obj307","pear","birne","pera","pera","krusha","körte","li2-zi5",1,0.97,1,1,0.94,0.98,0.8,0,0.03,0,0,0.02,0,0.1,0,0,0,0,0.04,0.02,0.1,1,1.7,1,1,1,1,14,1,1,1,1,1,1,0.25,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,949,849,878,862,1005,848,1788,949,849,878,862,1005,848,1329,NA,NA,NA,NA,NA,NA,1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,1,2,2,2,2,2,2,4,5,4,4,6,5,1.946,1.609,3.045,0,4.2,0,1.099
"obj308","peas","erbsen","chícharos","piselli","grah","borsó","dou4-jia2",0.94,0.93,0.74,0.9,0.54,0.94,0.88,0.04,0.03,0.26,0.04,0.34,0.02,0.06,0.02,0.03,0,0.06,0.12,0.04,0.06,5,13.3,11,8,9,3,6,0.57,0.36,0.43,0.62,0.44,0.81,0.46,0.38,0.29,0.22,0.11,0.04,0.04,0.02,0,0.21,0,0.11,0,0,0,0.04,0.14,0.35,0.16,0.52,0.15,0.52,1240,1567,1792,1419,1882,1106,1429,1201,1465,1606,1316,1522,1077,1436,1240,1455,1795,1620,1703,1523,1382,NA,1547,NA,1547,NA,NA,NA,1763,2078,2019,1596,2204,1143,1424,1,2,3,3,1,2,2,4,6,9,7,4,5,0,1.099,0,0,3.95,0,2.944
"obj309","pelican","pelikan","pelicano","pellicano","pelican","pelikán","niao3",0.86,0.97,0.76,0.72,0.82,0.94,0.78,0.1,0,0.18,0.24,0.14,0.02,0.14,0.04,0.03,0.06,0.04,0.04,0.04,0.08,4,6.7,5,8,3,3,13,0.79,0.9,0.84,0.56,0.85,0.94,0.26,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.23,0.21,0.1,0.16,0.44,0.15,0.06,0.23,1194,1329,1466,1595,1312,1108,1788,1102,1283,1344,1391,1195,1088,1878,NA,NA,NA,NA,NA,NA,1690,NA,NA,NA,NA,NA,NA,1452,1541,1729,2118,1851,1996,1398,2145,3,3,4,4,3,3,1,7,7,8,9,7,7,1.099,0,0,0,2.1,0,1.099
"obj310","pen","kugelschreiber","pluma","penna","himikalka","toll","bi3",1,0.97,1,1,0.92,0.96,0.96,0,0,0,0,0,0,0,0,0.03,0,0,0.08,0.04,0.04,1,6.7,2,2,3,4,4,1,0.45,0.98,0.96,0.48,0.92,0.48,0,0.24,0,0,0.13,0.06,0.13,0,0,0.02,0.04,0,0,0,0,0.31,0,0,0.39,0.02,0.4,753,1045,889,787,1042,820,1028,753,1063,885,778,1203,803,976,NA,1238,NA,NA,1195,1121,1224,NA,NA,1124,1006,NA,NA,NA,NA,870,NA,NA,793,646,1028,1,4,2,2,4,1,1,3,14,5,5,9,4,3.296,1.386,3.989,2.708,5.95,2.773,3.091
"obj311","pencil","bleistift","lápiz","matita","moliv","ceruza","qian1-bi3",1,0.97,1,0.98,0.96,0.96,0.98,0,0,0,0,0,0,0,0,0.03,0,0.02,0.04,0.04,0.02,1,3.3,1,1,1,1,2,1,0.86,1,1,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.2,702,868,725,885,981,775,865,702,865,725,885,981,775,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887,NA,NA,NA,NA,915,2,2,2,3,2,3,2,6,9,5,6,5,6,2.996,1.792,3.045,1.609,5.65,0,3.367
"obj312","pencilsharpener","spitzer","sacapuntas","temperamatite","ostrilka","hegyezöö","xiao1-qian1-bi3-ji1",0.62,0.9,0.94,0.84,0.84,0.88,0.42,0.34,0.1,0.06,0.1,0.12,0,0.56,0.04,0,0,0.06,0.04,0.12,0.02,4,6.7,3,4,3,3,7,0.84,0.67,0.94,0.52,0.95,0.52,0.71,0.1,0.33,0.04,0.45,0.02,0.34,0,0,0,0,0,0,0.14,0,0.06,0,0.02,0.02,0.02,0,0.29,1608,1646,1145,1252,1452,1222,2319,1617,1651,1138,1353,1376,1088,2310,1782,1635,1248,1118,3117,1368,NA,NA,NA,NA,NA,NA,1371,NA,1233,NA,1224,1578,2808,NA,2342,5,2,4,6,3,3,4,15,7,10,13,8,7,0,0,0.693,0,3.85,0,0.693
"obj313","penguin","pinguin","pingüino","pinguino","pingvin","pingvin","qi4-er2",0.96,1,1,0.92,0.9,0.98,0.98,0,0,0,0.08,0.02,0,0,0.04,0,0,0,0.08,0.02,0.02,1,1.7,1,2,2,1,1,1,1,1,0.98,0.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,897,955,988,1151,1204,975,1072,897,955,988,1157,1209,975,1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,970,NA,NA,2,3,3,3,2,2,2,7,7,8,8,7,7,1.792,0,1.946,0,2.25,0,2.639
"obj314","piano","klavier","piano","pianoforte","piano","zongora","gang1-qin2",0.98,0.97,0.98,1,0.96,0.98,0.96,0,0,0,0,0,0,0,0.02,0.03,0.02,0,0.04,0.02,0.04,1,5,2,2,2,1,2,1,0.69,0.98,0.92,0.56,1,0.98,0,0,0,0.08,0,0,0.02,0,0.07,0,0,0,0,0,0,0.24,0.02,0,0.44,0,0,798,1053,911,873,997,804,828,798,950,888,871,894,804,831,NA,NA,NA,901,NA,NA,666,NA,1481,NA,NA,NA,NA,NA,NA,1224,2001,NA,1129,NA,NA,3,2,2,4,3,3,2,5,7,5,10,5,7,3.332,2.773,4.127,1.386,3.6,0,4.875
"obj315","picture","bild","cuadro","quadro","kartina","kép","hua4",0.96,1,0.96,0.98,1,0.96,0.96,0,0,0.02,0.02,0,0,0.02,0.04,0,0.02,0,0,0.04,0.02,4,5,4,2,1,3,10,0.83,0.93,0.85,0.98,1,0.96,0.52,0.02,0.03,0,0,0,0.02,0.25,0.13,0,0.13,0.02,0,0,0.13,0.02,0.03,0.02,0,0,0.02,0.1,1022,1014,1253,903,1085,985,1315,1009,993,1193,899,1085,947,1186,1533,1247,NA,NA,NA,1863,1517,987,NA,1501,1059,NA,NA,1258,1233,1344,2212,NA,NA,1876,1549,2,1,2,2,3,1,1,7,4,6,6,7,3,5.165,5.697,5.017,3.664,4.8,5.288,6.708
"obj316","pig","schwein","puerco","maiale","prase","disznó","zhu1",1,1,0.98,0.98,0.96,0.98,0.98,0,0,0,0,0,0,0,0,0,0.02,0.02,0.04,0.02,0.02,1,1.7,7,6,2,3,1,1,1,0.57,0.88,0.98,0.63,1,0,0,0,0.02,0,0,0,0,0,0.41,0.06,0.02,0.37,0,0,0,0.02,0.04,0,0,0,855,897,1178,1134,978,985,1029,855,897,1177,1122,983,980,1029,NA,NA,NA,1568,NA,NA,NA,NA,NA,1191,1226,722,994,NA,NA,NA,935,1035,NA,NA,NA,1,1,2,3,2,2,1,3,7,6,6,5,6,3.784,3.258,1.946,2.773,4.55,3.219,5.263
"obj317","bird","taube","paloma","piccione","g^l^b","galamb","ge1-zi5",0.98,0.97,1,0.86,0.88,0.88,0.94,0,0.03,0,0.14,0.1,0.02,0.04,0.02,0,0,0,0.02,0.1,0.02,9,6.7,8,9,9,11,6,0.37,0.69,0.52,0.35,0.5,0.55,0.64,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0.63,0.31,0.48,0.65,0.48,0.43,0.36,1527,1299,1478,1780,1788,1535,1437,1399,1350,1510,1997,1647,1415,1450,NA,NA,NA,NA,200,2802,NA,NA,NA,NA,NA,NA,NA,NA,1601,1186,1444,1663,2012,1620,1415,1,2,3,3,2,2,2,4,5,6,8,5,6,4.644,2.639,3.466,0,4.15,0,3.97
"obj318","piggybank","sparschwein","alcancía","salvadanaio","kasichka","persely","pu1-man3",0.98,1,1,0.98,0.92,0.86,0.96,0,0,0,0,0.04,0,0,0.02,0,0,0.02,0.04,0.14,0.04,4,5,4,4,6,2,5,0.94,0.9,0.8,0.86,0.87,0.86,0.67,0.06,0,0,0,0.07,0.14,0,0,0,0.02,0.02,0,0,0.25,0,0.1,0.18,0.12,0.07,0,0.08,972,1005,1266,1181,1400,1119,1111,965,985,1261,1173,1346,1065,1077,1067,NA,NA,NA,1586,1451,NA,NA,NA,1478,1591,NA,NA,1156,NA,1180,1267,1169,1934,NA,1248,3,2,4,5,3,2,2,9,11,8,11,8,7,0,0,0,0,3.35,0,2.996
